Date,Close,High,Low,Open,Volume
,BND,BND,BND,BND,BND
2015-07-01,60.81674575805664,60.914471465859464,60.764123340714605,60.79419411282625,5399300
2015-07-02,60.967105865478516,61.02724742152182,60.93703508745686,60.93703508745686,1060100
2015-07-06,61.17756271362305,61.222671724131665,61.05728540155995,61.222671724131665,2210700
2015-07-07,61.23770523071289,61.47074646971068,61.23770523071289,61.41061068040935,4183200
2015-07-08,61.410640716552734,61.463263142561374,61.312909257240776,61.37305081136901,1967800
2015-07-09,61.2076416015625,61.327924665006044,61.177570835701616,61.31288641436953,1670900
2015-07-10,60.92198181152344,61.01219411485527,60.85432115017144,60.90694355992854,2038300
2015-07-13,60.7791748046875,60.899457930627804,60.771655675462455,60.78669393391255,2846500
2015-07-14,60.89189910888672,60.94452150832979,60.86182834700333,60.89189910888672,1567700
2015-07-15,61.06480026245117,61.087351898425275,60.87686231545231,60.89941395142641,2631000
2015-07-16,61.06480026245117,61.10238441060435,60.92948471119555,60.944517223374625,1063100
2015-07-17,61.07234191894531,61.13248346632086,61.04227114525754,61.079861046220664,807900
2015-07-20,60.989627838134766,61.05728848961403,60.95204368545666,61.03473685092484,1026900
2015-07-21,61.10240936279297,61.139999261707594,60.967093756278956,60.98213201001014,1422900
2015-07-22,61.124942779541016,61.215155068785386,61.11742939032936,61.13246190416429,1624100
2015-07-23,61.26779556274414,61.29786633470551,61.109928311506906,61.155031601742316,1178400
2015-07-24,61.30537414550781,61.350477427417836,61.26778425364129,61.33543917650633,804300
2015-07-27,61.4256706237793,61.433189751578965,61.35049655202472,61.410638103593996,2022800
2015-07-28,61.32038879394531,61.38053030924328,61.31286967068043,61.3504595515943,1434700
2015-07-29,61.26779556274414,61.32793710666688,61.22269227250873,61.32041797982321,1020500
2015-07-30,61.29033660888672,61.327926501191314,61.22268168523321,61.25275245199443,788000
2015-07-31,61.50082778930664,61.515866040772046,61.43317286394968,61.47827614752099,1589100
2015-08-03,61.643211364746094,61.65827499993546,61.50008096766258,61.54527762051613,2085800
2015-08-04,61.43228530883789,61.6055429743836,61.41721592652976,61.59047933936087,1007300
