Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2015-07-01,174.91712951660156,175.36390477020115,174.12473178749613,175.11100996220262,135979900
2015-07-02,174.7569580078125,175.56621880062636,174.33547095927202,175.39762655376293,104373700
2015-07-06,174.25962829589844,175.04358813066318,173.25648693615517,173.45880537549715,117975400
2015-07-07,175.35548400878906,175.4819249845422,172.05945203800184,174.46193347942804,173820200
2015-07-08,172.41346740722656,174.2932957843987,172.17743572142746,174.00668771775156,164020100
2015-07-09,172.7253875732422,174.79068440400948,172.61580968715748,174.52935162885007,144113100
2015-07-10,174.90020751953125,175.32169443663435,172.76748474801033,174.7400404329905,129456900
2015-07-13,176.83065795898438,176.9402358313004,176.13098800187302,176.17313927403873,106069400
2015-07-14,177.5978240966797,177.90973334269793,176.72956157349427,176.78857595019974,81709600
2015-07-15,177.5387420654297,178.10353306184948,177.05824074537554,177.63989482217306,97914100
2015-07-16,178.96336364746094,178.96336364746094,178.3564214033014,178.6008781775618,106683300
2015-07-17,179.1151123046875,179.17412665894074,178.54189615757733,178.9549451863001,89030000
2015-07-20,179.2078399658203,179.70519153984768,178.88751859179652,179.342718893179,70446800
2015-07-21,178.49972534179688,179.33427414282002,178.19625421985762,179.07294142614816,77965000
2015-07-22,178.17938232421875,178.51657958900148,177.7747584692399,177.80847176433798,88667900
2015-07-23,177.17626953125,178.41544234296634,176.81379688458756,178.3142895788303,90509100
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000
2015-07-27,174.31857299804688,174.95924141581222,173.87179784500597,174.44502680496646,132361100
2015-07-28,176.45977783203125,176.60308189194404,174.32705429214255,175.16159045650318,123544800
2015-07-29,177.6736602783203,177.90125403132893,176.44291239377608,176.58621645177706,105791300
2015-07-30,177.71575927734375,177.88435148052753,176.53558812953605,177.1593934303527,91304400
2015-07-31,177.4459991455078,178.24682174724663,177.15939111756094,178.22153356023722,103266900
2015-08-03,176.84750366210938,177.47130903105193,175.88651384997527,177.4123075417363,113965700
2015-08-04,176.50186157226562,177.23524467552957,176.01293521583645,176.77160650453988,81820800
2015-08-05,177.0835418701172,178.12882132425926,176.7969209546239,177.40386322085675,85786800
2015-08-06,175.63368225097656,177.3786321815328,175.04359001224418,177.26904141786554,116030800
2015-08-07,175.29647827148438,175.62523768738575,174.38606461296547,175.4735085090152,117858000
2015-08-10,177.5050506591797,177.5893403459408,176.41760693902745,176.41760693902745,80270700
2015-08-11,175.90335083007812,176.57773247915713,175.13624154346627,176.15624555632778,126081400
2015-08-12,176.11412048339844,176.2995757860453,173.11313520458475,174.58833965388175,172123700
2015-08-13,175.8948974609375,176.6451435485203,175.34695683164165,175.95389893201852,89383300
2015-08-14,176.53561401367188,176.61147858681397,175.5577610839656,175.70106512082148,72786500
2015-08-17,177.5218963623047,177.5218963623047,175.47347566116628,175.93711394622727,79072600
2015-08-18,177.0076904296875,177.59776970217663,176.77165872069185,177.24372213868315,71692700
2015-08-19,175.6083526611328,177.0329679391841,174.79066683904153,176.25743339031908,172946000
2015-08-20,171.94140625,175.58304720834417,171.8823918964091,174.08255453097036,194327900
2015-08-21,166.76553344726562,171.9161046534397,166.50421358805445,170.05312661598893,346588500
2015-08-24,159.7435760498047,166.4705050966609,153.75845539043252,158.0492029080504,507244300
2015-08-25,157.86375427246094,164.75927584163495,157.56870820924377,164.74241275902628,369833100
2015-08-26,163.9247283935547,164.20289849210744,158.79100699875787,161.91844617345566,339257000
2015-08-27,167.9794464111328,168.10588737643758,164.55697374740646,166.08275475498033,274143900
2015-08-28,167.98788452148438,168.4599479788389,166.84143918386718,167.33036572548852,160414400
2015-08-31,166.6306610107422,167.86140865107902,166.07429511047644,167.00157161091937,163298800
2015-09-01,161.65707397460938,164.185995135996,160.7803741021841,162.79508077957846,256000400
2015-09-02,164.7255096435547,164.7676609051594,162.20501340759878,164.05955315337397,160269300
2015-09-03,164.84352111816406,166.95095551532097,164.34616968749714,165.44202528381172,152087800
2015-09-04,162.34840393066406,163.41898480474757,161.52229278652288,162.567585462718,207081000
2015-09-08,166.4283447265625,166.58008672980202,164.52322818491575,165.1723217434031,116025700
2015-09-09,164.20286560058594,168.14798978754095,163.83196792255612,168.02154885898076,149347700
2015-09-10,165.09645080566406,166.25132098396367,163.74768736054978,164.0090072231348,158611100
2015-09-11,165.8467254638672,165.91416493393467,163.9837470836985,164.7002801982473,119691200
2015-09-14,165.2313690185547,166.0743432221624,164.74244243693033,166.02376682798845,79452000
2015-09-15,167.29661560058594,167.7433907645949,165.18918072780338,165.73710864962217,113806200
2015-09-16,168.74656677246094,168.94046009688364,167.2545117209561,167.60013422508493,99581600
2015-09-17,168.36715698242188,171.03095733301708,167.98782133706564,168.61162659266367,276046600
2015-09-18,165.6158447265625,168.35280292166152,165.20064826792418,165.83616571731977,223657500
2015-09-21,166.47164916992188,167.50541211455916,165.41245363723786,166.4546984211017,105726200
2015-09-22,164.31092834472656,164.77697708032574,163.1669917145864,164.28550868002444,153890900
2015-09-23,164.04824829101562,164.95491315922422,163.46357014917353,164.48039551646428,92790600
2015-09-24,163.455078125,163.92112682711817,161.4722668428629,162.81956069383025,159378800
2015-09-25,163.41270446777344,165.2345157516431,162.531446476503,164.92946689768547,155054800
2015-09-28,159.31155395507812,162.61625337063526,158.99803606349184,162.50609284455828,178515900
2015-09-29,159.40472412109375,160.77745064543257,158.3963676688324,159.5318353725963,159045600
2015-09-30,162.37893676757812,162.54840548847173,160.52322388915175,161.3112592596426,163452000
2015-10-01,162.8026123046875,163.10766116903466,160.84522081247422,162.76024189276595,131079000
2015-10-02,165.2345428466797,165.2599625112083,160.25208172489627,160.80287129216686,211003300
2015-10-05,168.1748046875,168.40359450715346,166.36146273570907,166.47162319139983,126320800
2015-10-06,167.59864807128906,168.60700444497422,166.92924207889533,168.03927710215044,110274500
2015-10-07,168.97142028808594,169.32730858767866,167.33601496296387,168.5392600510074,124307300
2015-10-08,170.49661254882812,170.7847106650008,168.2765296551278,168.58157852214433,153055200
2015-10-09,170.5982666015625,171.0812530290923,169.9627492976957,170.64063700774682,107069200
2015-10-12,170.75924682617188,170.96260406514904,170.24235896105301,170.67450602351062,56395600
2015-10-13,169.6831512451172,171.30160537883222,169.51368251893922,170.02208869747315,88038700
2015-10-14,168.8696746826172,170.20849953181605,168.57310765927443,169.6238214660027,99106200
2015-10-15,171.4625701904297,171.47103909963744,169.16622869115994,169.53906757041844,134142200
2015-10-16,172.2421417236328,172.25907954256047,171.0982053940117,171.86930283310053,114580100
2015-10-19,172.32687377929688,172.32687377929688,171.27616007650323,171.58967781948093,76523900
2015-10-20,172.10655212402344,172.72511865129673,171.63203462750522,171.886244123392,78448500
2015-10-21,171.03890991210938,172.6827706152304,170.86942827314326,172.53025265572137,102038000
2015-10-22,173.92835998535156,174.14019907314267,171.0388846544009,171.9963885390671,174911700
2015-10-23,175.83493041992188,176.20776932270886,174.80963636689083,175.61462239992647,144442300
2015-10-26,175.4027862548828,175.71630400587503,175.02994734579295,175.6569957774108,69033000
2015-10-27,175.06385803222656,175.4027954602962,174.3774884064893,174.72490767452285,77905800
2015-10-28,177.05511474609375,177.08053440337167,174.73336651715928,175.4027723748657,135906700
2015-10-29,176.95346069335938,177.32629962472782,176.42810379714066,176.54673319079114,90525500
2015-10-30,176.1908416748047,177.4703583434629,176.02985479079635,177.1483587161765,131076900
2015-11-02,178.27532958984375,178.4702179602522,176.39419716692035,176.52130839690014,86270800
2015-11-03,178.79217529296875,179.3514335415463,177.69060954173048,177.9193993578996,95246100
2015-11-04,178.24989318847656,179.2158789692817,177.7075856085444,179.08878068087284,96224500
2015-11-05,178.0719757080078,178.77528320355773,177.17377982417906,178.309234510165,78408700
2015-11-06,177.978759765625,178.21603148914676,176.6399478271048,177.7245631504848,110471500
2015-11-09,176.31790161132812,177.5126771052714,175.36038484856962,177.3601462468634,131008700
2015-11-10,176.7246856689453,176.75858717262847,175.56381129568527,175.83495867697408,75874600
2015-11-11,176.0298614501953,177.0466867652725,175.96207137190544,176.99584743896398,67846000
2015-11-12,173.572509765625,175.45364231028964,173.55557194423858,174.97912471877686,121315200
2015-11-13,171.62356567382812,173.4284390075332,171.53883778859282,173.1572916732939,153577100
2015-11-16,174.23341369628906,174.29273484876464,171.318505697443,171.43714800239417,117645200
2015-11-17,174.1063690185547,175.4367122135513,173.6064317064697,174.54699808953552,121123700
2015-11-18,176.8686981201172,177.01274715686134,174.54694985424587,174.58930733062806,121342500
2015-11-19,176.71617126464844,177.13984944417066,176.4195913671301,176.75005982997217,88220500
2015-11-20,177.36013793945312,178.04649444606284,176.97883020574,177.478767299489,94011500
2015-11-23,177.15679931640625,177.9278837728069,176.69075073530792,177.41947771767116,64931200
