Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2015-07-01,174.91709899902344,175.3638741746747,174.12470140816666,175.1109794107984,135979900
2015-07-02,174.75692749023438,175.56618814172808,174.33544051529762,175.3975959243057,104373700
2015-07-06,174.25962829589844,175.04358813066318,173.25648693615517,173.45880537549715,117975400
2015-07-07,175.3554229736328,175.48186390537626,172.0593921500799,174.4618727552857,173820200
2015-07-08,172.41343688964844,174.29326493408666,172.17740524562748,174.0066569181698,164020100
2015-07-09,172.72540283203125,174.7906998452496,172.61582493626628,174.5293670470037,144113100
2015-07-10,174.90029907226562,175.321786209999,172.7675751843561,174.7401319018843,129456900
2015-07-13,176.8306427001953,176.94022056305585,176.13097280345875,176.17312407198722,106069400
2015-07-14,177.59779357910156,177.9097027715228,176.7295312051143,176.78854557167907,81709600
2015-07-15,177.5387725830078,178.10356367651093,177.05827118035907,177.6399253571386,97914100
2015-07-16,178.96339416503906,178.96339416503906,178.3564518173812,178.6009086333274,106683300
2015-07-17,179.1151123046875,179.17412665894074,178.54189615757733,178.9549451863001,89030000
2015-07-20,179.20782470703125,179.70517623871123,178.88750336028147,179.34270362290556,70446800
2015-07-21,178.49978637695312,179.33433546333703,178.19631515124672,179.07300265730657,77965000
2015-07-22,178.1793975830078,178.51659487666717,177.7747736933781,177.80848699136328,88667900
2015-07-23,177.17628479003906,178.41545770847551,176.81381211215972,178.314304935628,90509100
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000
2015-07-27,174.31857299804688,174.95924141581222,173.87179784500597,174.44502680496646,132361100
2015-07-28,176.45974731445312,176.6030513495824,174.32702414340517,175.16156016343817,123544800
2015-07-29,177.6736297607422,177.90122347465888,176.44288208759366,176.58618612098044,105791300
2015-07-30,177.71578979492188,177.88438202705655,176.5356184444537,177.159423852391,91304400
2015-07-31,177.44598388671875,178.24680641959387,177.15937588341762,178.22151823475903,103266900
2015-08-03,176.84754943847656,177.471354968889,175.88655937759356,177.41235346430102,113965700
2015-08-04,176.50189208984375,177.23527531991132,176.0129656488781,176.7716370687575,81820800
2015-08-05,177.08355712890625,178.12883667311712,176.79693618871565,177.40387850724701,85786800
2015-08-06,175.6336212158203,177.3785705399821,175.0435291821532,177.26897981439913,116030800
2015-08-07,175.29644775390625,175.62520711257352,174.3860342538824,175.47347796061769,117858000
2015-08-10,177.5050048828125,177.58929454783632,176.4175614430986,176.4175614430986,80270700
2015-08-11,175.9033966064453,176.57777843102267,175.13628712020406,176.15629139850725,126081400
2015-08-12,176.1141357421875,176.2995910609025,173.113150203364,174.5883547804749,172123700
2015-08-13,175.8949737548828,176.64522016788285,175.34703288791917,175.95397525155556,89383300
2015-08-14,176.53562927246094,176.61149385216035,175.55777625823433,175.70108030747662,72786500
2015-08-17,177.5218963623047,177.5218963623047,175.47347566116628,175.93711394622727,79072600
2015-08-18,177.00765991210938,177.597739082864,176.77162824380753,177.24369158041122,71692700
2015-08-19,175.6083221435547,177.0329371740334,174.79063646356252,176.25740275994235,172946000
2015-08-20,171.94146728515625,175.58310953619733,171.88245291061665,174.0826163261839,194327900
2015-08-21,166.76553344726562,171.9161046534397,166.50421358805445,170.05312661598893,346588500
2015-08-24,159.74354553222656,166.4704732939633,153.75842601625803,158.04917271416707,507244300
2015-08-25,157.8637237548828,164.75924399104267,157.56867774870275,164.7423809116939,369833100
2015-08-26,163.92477416992188,164.20294434615428,158.79105134152124,161.9184913895638,339257000
2015-08-27,167.97946166992188,168.1059026467122,164.55698869530755,166.08276984147915,274143900
2015-08-28,167.9878387451172,168.45990207383537,166.8413937199041,167.3303201282939,160414400
2015-08-31,166.63067626953125,167.86142402257073,166.07431031831769,167.00158690367365,163298800
2015-09-01,161.65711975097656,164.18604162847674,160.78041963029656,162.79512687819457,256000400
2015-09-02,164.72552490234375,164.76767616785298,162.2050284329102,164.05956835047442,160269300
2015-09-03,164.8435821533203,166.95101733077834,164.34623053850345,165.4420865405708,152087800
2015-09-04,162.34837341308594,163.4189540859261,161.5222624242337,162.56755490393905,207081000
2015-09-08,166.42832946777344,166.58007145710064,164.52321310079506,165.17230659977102,116025700
2015-09-09,164.20294189453125,168.14806791451812,163.8320440441704,168.0216269272094,149347700
2015-09-10,165.09646606445312,166.25133634948986,163.74770249468142,164.00902238141856,158611100
2015-09-11,165.8467254638672,165.91416493393467,163.9837470836985,164.7002801982473,119691200
2015-09-14,165.2313690185547,166.0743432221624,164.74244243693033,166.02376682798845,79452000
2015-09-15,167.296630859375,167.74340606413344,165.18919579437753,165.73712376617172,113806200
2015-09-16,168.74652099609375,168.94041426791844,167.25446634934298,167.6000887597138,99581600
2015-09-17,168.36721801757812,171.0310193338336,167.98788223470808,168.61168771644316,276046600
2015-09-18,165.61582946777344,168.35278741070658,165.20063304738866,165.83615043823173,223657500
2015-09-21,166.47166442871094,167.5054274681029,165.41246879894106,166.45471367833704,105726200
2015-09-22,164.31089782714844,164.77694647618807,163.16696140947238,164.28547816716753,153890900
2015-09-23,164.04823303222656,164.9548978161026,163.46355494476776,164.48038021747945,92790600
2015-09-24,163.4550323486328,163.92108092023187,161.4722216217914,162.81951509544274,159378800
2015-09-25,163.41270446777344,165.2345157516431,162.531446476503,164.92946689768547,155054800
2015-09-28,159.3114776611328,162.61617549407683,158.99795991968952,162.50601502075546,178515900
2015-09-29,159.4047088623047,160.77743525524122,158.39635250656679,159.53182010163968,159045600
2015-09-30,162.3789520263672,162.54842076318582,160.52323897355902,161.31127441810176,163452000
2015-10-01,162.80258178710938,163.1076305942747,160.84519066181187,162.76021138313018,131079000
2015-10-02,165.2344970703125,165.25991672779887,160.25203732886376,160.8028267435443,211003300
